exp_id,condition_id,antenna_id,pulse_id,trial_id,max_zscore
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_1,1_03022023_trial_2,2.7619
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_2,1_03022023_trial_2,1.1083
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_3,1_03022023_trial_2,1.6978
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_1,1_03022023_trial_2,1.7203
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_2,1_03022023_trial_2,0.5693
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_3,1_03022023_trial_2,0.6936
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_1,1_03022023_trial_2,0.0238
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_2,1_03022023_trial_2,0.7938
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_3,1_03022023_trial_2,0.7000
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_1,1_03022023_trial_2,2.9541
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_2,1_03022023_trial_2,1.7148
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_3,1_03022023_trial_2,1.0619
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_1,1_03022023_trial_2,3.3385
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_2,1_03022023_trial_2,2.3436
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_3,1_03022023_trial_2,1.6121
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_1,1_03022023_trial_2,4.2360
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_2,1_03022023_trial_2,2.5469
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_3,1_03022023_trial_2,1.6274
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_1,1_03022023_trial_2,2.6020
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_2,1_03022023_trial_2,2.2841
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_3,1_03022023_trial_2,1.4268
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_1,1_03022023_trial_2,2.2883
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_2,1_03022023_trial_2,1.2041
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_3,1_03022023_trial_2,0.1887
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_1,1_03022023_trial_2,1.4824
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_2,1_03022023_trial_2,0.6294
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_3,1_03022023_trial_2,-0.0287
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_1,1_03022023_trial_2,2.3691
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_2,1_03022023_trial_2,1.0146
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_3,1_03022023_trial_2,1.0524
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_1,1_03022023_trial_2,1.6225
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_2,1_03022023_trial_2,1.3220
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_3,1_03022023_trial_2,1.2814
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_1,1_03022023_trial_2,1.4316
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_2,1_03022023_trial_2,1.4054
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_3,1_03022023_trial_2,0.9505
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_1,1_03022023_trial_2,2.6129
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_2,1_03022023_trial_2,1.4819
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_3,1_03022023_trial_2,1.8573
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_1,1_03022023_trial_2,2.0690
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_2,1_03022023_trial_2,1.6576
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_3,1_03022023_trial_2,1.7653
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_1,1_03022023_trial_2,2.3431
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_2,1_03022023_trial_2,1.5345
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_3,1_03022023_trial_2,1.3842
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_1,1_03022023_trial_2,10.9365
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_2,1_03022023_trial_2,9.3813
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_3,1_03022023_trial_2,7.6098
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_1,1_03022023_trial_2,14.7938
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_2,1_03022023_trial_2,11.7007
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_3,1_03022023_trial_2,9.9464
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_1,1_03022023_trial_2,18.0802
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_2,1_03022023_trial_2,14.0865
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_3,1_03022023_trial_2,12.2306
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_1,1_03022023_trial_2,13.8925
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_2,1_03022023_trial_2,9.8035
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_3,1_03022023_trial_2,9.7685
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_1,1_03022023_trial_2,9.4491
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_2,1_03022023_trial_2,7.6093
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_3,1_03022023_trial_2,6.3495
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_1,1_03022023_trial_2,7.0590
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_2,1_03022023_trial_2,5.9965
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_3,1_03022023_trial_2,5.5812
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_1,1_03022023_trial_2,18.3679
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_2,1_03022023_trial_2,14.1959
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_3,1_03022023_trial_2,12.6235
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_1,1_03022023_trial_2,16.1431
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_2,1_03022023_trial_2,13.7559
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_3,1_03022023_trial_2,10.9941
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_1,1_03022023_trial_2,18.5084
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_2,1_03022023_trial_2,14.5601
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_3,1_03022023_trial_2,13.3051
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_1,1_03022023_trial_2,13.8449
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_2,1_03022023_trial_2,11.1084
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_3,1_03022023_trial_2,10.2471
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_1,1_03022023_trial_2,12.2784
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_2,1_03022023_trial_2,9.2073
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_3,1_03022023_trial_2,7.9146
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_1,1_03022023_trial_2,9.0645
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_2,1_03022023_trial_2,7.1988
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_3,1_03022023_trial_2,6.1186
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_1,1_03022023_trial_2,3.3122
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_2,1_03022023_trial_2,1.0027
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_3,1_03022023_trial_2,0.6932
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_1,1_03022023_trial_2,2.7294
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_2,1_03022023_trial_2,1.9520
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_3,1_03022023_trial_2,0.6403
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_1,1_03022023_trial_2,2.7316
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_2,1_03022023_trial_2,1.5953
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_3,1_03022023_trial_2,0.7452
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_1,1_03022023_trial_2,3.3686
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_2,1_03022023_trial_2,1.9568
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_3,1_03022023_trial_2,0.6140
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_1,1_03022023_trial_2,2.8386
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_2,1_03022023_trial_2,2.0530
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_3,1_03022023_trial_2,1.2069
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_1,1_03022023_trial_2,3.3577
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_2,1_03022023_trial_2,2.2953
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_3,1_03022023_trial_2,1.2327
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_1,1_03022023_trial_2,17.3977
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_2,1_03022023_trial_2,12.9696
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_3,1_03022023_trial_2,11.7866
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_1,1_03022023_trial_2,18.0541
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_2,1_03022023_trial_2,16.4103
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_3,1_03022023_trial_2,13.0512
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_1,1_03022023_trial_2,23.4819
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_2,1_03022023_trial_2,18.6055
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_3,1_03022023_trial_2,16.2126
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_1,1_03022023_trial_2,20.8797
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_2,1_03022023_trial_2,15.5029
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_3,1_03022023_trial_2,14.4667
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_1,1_03022023_trial_2,13.6932
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_2,1_03022023_trial_2,10.5333
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_3,1_03022023_trial_2,7.7143
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_1,1_03022023_trial_2,13.0036
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_2,1_03022023_trial_2,10.0873
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_3,1_03022023_trial_2,11.1401
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_1,1_03022023_trial_2,22.6205
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_2,1_03022023_trial_2,18.4410
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_3,1_03022023_trial_2,16.2100
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_1,1_03022023_trial_2,21.7436
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_2,1_03022023_trial_2,18.5656
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_3,1_03022023_trial_2,17.5298
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_1,1_03022023_trial_2,23.3226
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_2,1_03022023_trial_2,19.1307
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_3,1_03022023_trial_2,16.6840
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_1,1_03022023_trial_2,18.2266
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_2,1_03022023_trial_2,15.4314
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_3,1_03022023_trial_2,15.5646
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_1,1_03022023_trial_2,15.0370
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_2,1_03022023_trial_2,11.8430
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_3,1_03022023_trial_2,9.8565
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_1,1_03022023_trial_2,12.7704
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_2,1_03022023_trial_2,9.8335
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_3,1_03022023_trial_2,8.2039
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_1,1_03022023_trial_2,1.8360
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_2,1_03022023_trial_2,0.0388
1_03022023,1_03022023_cond_1,1_03022023_antenna_1,1_03022023_antenna_1_pulse_3,1_03022023_trial_2,0.4665
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_1,1_03022023_trial_2,1.7289
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_2,1_03022023_trial_2,0.5797
1_03022023,1_03022023_cond_1,1_03022023_antenna_2,1_03022023_antenna_2_pulse_3,1_03022023_trial_2,1.0520
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_1,1_03022023_trial_2,1.1576
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_2,1_03022023_trial_2,2.2045
1_03022023,1_03022023_cond_1,1_03022023_antenna_3,1_03022023_antenna_3_pulse_3,1_03022023_trial_2,0.4474
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_1,1_03022023_trial_2,1.6187
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_2,1_03022023_trial_2,0.5556
1_03022023,1_03022023_cond_1,1_03022023_antenna_4,1_03022023_antenna_4_pulse_3,1_03022023_trial_2,1.2282
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_1,1_03022023_trial_2,1.7058
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_2,1_03022023_trial_2,0.4130
1_03022023,1_03022023_cond_1,1_03022023_antenna_5,1_03022023_antenna_5_pulse_3,1_03022023_trial_2,0.4612
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_1,1_03022023_trial_2,2.0015
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_2,1_03022023_trial_2,-0.0513
1_03022023,1_03022023_cond_1,1_03022023_antenna_6,1_03022023_antenna_6_pulse_3,1_03022023_trial_2,1.1855
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_1,1_03022023_trial_2,4.3221
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_2,1_03022023_trial_2,3.8398
1_03022023,1_03022023_cond_2,1_03022023_antenna_7,1_03022023_antenna_7_pulse_3,1_03022023_trial_2,1.5505
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_1,1_03022023_trial_2,4.5337
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_2,1_03022023_trial_2,3.9577
1_03022023,1_03022023_cond_2,1_03022023_antenna_8,1_03022023_antenna_8_pulse_3,1_03022023_trial_2,1.6420
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_1,1_03022023_trial_2,4.6623
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_2,1_03022023_trial_2,4.1450
1_03022023,1_03022023_cond_2,1_03022023_antenna_9,1_03022023_antenna_9_pulse_3,1_03022023_trial_2,1.8469
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_1,1_03022023_trial_2,4.9843
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_2,1_03022023_trial_2,4.5723
1_03022023,1_03022023_cond_2,1_03022023_antenna_10,1_03022023_antenna_10_pulse_3,1_03022023_trial_2,1.9623
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_1,1_03022023_trial_2,4.8549
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_2,1_03022023_trial_2,4.2270
1_03022023,1_03022023_cond_2,1_03022023_antenna_11,1_03022023_antenna_11_pulse_3,1_03022023_trial_2,1.9829
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_1,1_03022023_trial_2,4.9586
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_2,1_03022023_trial_2,4.3132
1_03022023,1_03022023_cond_2,1_03022023_antenna_12,1_03022023_antenna_12_pulse_3,1_03022023_trial_2,1.8918
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_1,1_03022023_trial_2,4.5014
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_2,1_03022023_trial_2,4.0172
1_03022023,1_03022023_cond_3,1_03022023_antenna_13,1_03022023_antenna_13_pulse_3,1_03022023_trial_2,1.6267
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_1,1_03022023_trial_2,4.6433
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_2,1_03022023_trial_2,4.0595
1_03022023,1_03022023_cond_3,1_03022023_antenna_14,1_03022023_antenna_14_pulse_3,1_03022023_trial_2,1.6710
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_1,1_03022023_trial_2,4.5410
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_2,1_03022023_trial_2,3.9020
1_03022023,1_03022023_cond_3,1_03022023_antenna_15,1_03022023_antenna_15_pulse_3,1_03022023_trial_2,1.5837
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_1,1_03022023_trial_2,4.5952
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_2,1_03022023_trial_2,4.0215
1_03022023,1_03022023_cond_3,1_03022023_antenna_16,1_03022023_antenna_16_pulse_3,1_03022023_trial_2,1.6654
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_1,1_03022023_trial_2,4.6440
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_2,1_03022023_trial_2,4.0618
1_03022023,1_03022023_cond_3,1_03022023_antenna_17,1_03022023_antenna_17_pulse_3,1_03022023_trial_2,1.7329
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_1,1_03022023_trial_2,4.5383
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_2,1_03022023_trial_2,4.1497
1_03022023,1_03022023_cond_3,1_03022023_antenna_18,1_03022023_antenna_18_pulse_3,1_03022023_trial_2,1.8298
