"variable","conditions","pulse","max_zscore","mean_z_score","max_value","mean_value","odorant","short_cond_names"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.57020855079958,0.414422479327686,1.00443862047393,1.00347679031183,"water 2","DmOR43a_M_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.507994049366947,0.119160714449354,1.00401205450672,1.00223908170395,"water 2","DmOR43a_M_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.170807644869047,-0.478258159381462,0.999357935377309,0.996194272301735,"water 2","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.451099122608871,0.218247860993494,1.00439026676604,1.00333209500164,"water 2","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.641001017542264,0.129669558115117,1.00566790619774,1.00355585730503,"water 2","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.223998381992164,-0.295507088141384,0.999848283694085,0.998593653922064,"water 2","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.411555794676539,0.361803227259329,1.00395095031395,1.00418838937343,"water 2","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",-0.0318871236239676,-0.0329000384990706,1.00085871261937,1.00126194226186,"water 2","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.257482926844065,-0.328636811828056,0.999285577007847,0.997943224819655,"water 2","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",1.00664876713756,0.203695177875227,1.0087712259748,1.00377774663735,"water 2","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.042349814072172,-0.0434040804736821,1.00171197324712,1.00151669516549,"water 2","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.198627901752196,-0.378940638580153,0.999947870328274,0.99858958012926,"water 2","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.54679620396707,0.414393327573224,1.00384978364096,1.00309929140539,"water 2","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.632272749084017,0.0918908695887127,1.0044445758362,1.0013323540647,"water 2","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.190710462032072,-0.281045743355321,0.998717811960617,0.997544239749587,"water 2","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.700985002529283,0.561601668124127,1.00553135913548,1.00506854084728,"water 2","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.505497067688784,0.167314204776887,1.00406816646972,1.00455255647244,"water 2","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.166997138407745,-0.32877615877762,1.00153455428394,0.996761018511553,"water 2","DmOR43a_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.672020541841957,0.267872802604702,1.00579945483968,1.00335888236119,"water 2","DmOR43b_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.101385669369291,0.0969434654097135,1.00193547225595,1.00254682314699,"water 2","DmOR43b_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.414024761396991,-0.375042442649425,0.998445435064007,0.998582180113186,"water 2","DmOR43b_M_3"
"14","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.64553594537339,0.312301021747576,1.00523396088271,1.00365222391679,"water 2","DmOR43b_M_3"
"14","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.403049276538709,0.045765557183051,1.0035922631591,1.00186875086772,"water 2","DmOR43b_M_3"
"14","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.370892122868449,-0.32194886750289,0.998352478886782,0.998680052586021,"water 2","DmOR43b_M_3"
"15","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.526709141826807,0.223154253398604,1.00462821238805,1.00380098849913,"water 2","DmOR43b_M_3"
"15","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.756823388840599,-0.151194044462155,1.0061892475941,1.00186579580444,"water 2","DmOR43b_M_3"
"15","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.292978199057288,-0.357031532203299,0.999067666643172,0.998612914197895,"water 2","DmOR43b_M_3"
"16","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.439302626545946,0.12056079132624,1.00360556935619,1.0024139325187,"water 2","DmOR43b_M_3"
"16","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",1.16503254351478,0.400994111249856,1.00846096979432,1.00567268011453,"water 2","DmOR43b_M_3"
"16","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.073244832571382,-0.219275553729464,1.00115650789175,0.9994875848332,"water 2","DmOR43b_M_3"
"17","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.469721396210479,0.262120704114857,1.00411070490687,1.00329291141123,"water 2","DmOR43b_M_3"
"17","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.687906719265715,0.152198043527722,1.00561527723502,1.00296381275637,"water 2","DmOR43b_M_3"
"17","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.340444591053133,-0.43598175995573,0.998523925243712,0.997470388287934,"water 2","DmOR43b_M_3"
"18","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.859717204581441,0.323638506423231,1.00678784498667,1.00459155875346,"water 2","DmOR43b_M_3"
"18","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.637239010185723,0.121970252993105,1.00526727863414,1.00287473130218,"water 2","DmOR43b_M_3"
"18","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",-0.00365230842652586,-0.32590703357247,1.00088699418712,0.998810897317624,"water 2","DmOR43b_M_3"
"1","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",1.98970949702448,0.677237403973778,1.04075499590159,1.02823047645099,"o-Cresol_e3","DmOR7a_F_3"
"1","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",1.14042662810333,0.405416501470249,1.02853128602968,1.02432705074873,"o-Cresol_e3","DmOR7a_F_3"
"1","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",0.772905801696176,0.399986988444799,1.02324156676383,1.02058340610641,"o-Cresol_e3","DmOR7a_F_3"
"2","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",5.61842095352359,1.63760748880316,1.04004777856719,1.03358674212752,"o-Cresol_e3","DmOR7a_F_3"
"2","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",4.33342419056142,1.67980357464756,1.03081227842871,1.02403353261716,"o-Cresol_e3","DmOR7a_F_3"
"2","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",4.36877942877788,2.14304983288764,1.03106638281002,1.02323841308968,"o-Cresol_e3","DmOR7a_F_3"
"3","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",3.84067015161694,0.459803174011531,1.02513060227129,1.01079702509948,"o-Cresol_e3","DmOR7a_F_3"
"3","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",2.14332740628543,0.205112933502522,1.01405150360527,1.00727640090949,"o-Cresol_e3","DmOR7a_F_3"
"3","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",2.98767759415152,0.544841722262822,1.01956284718379,1.00891410857201,"o-Cresol_e3","DmOR7a_F_3"
"4","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",0.0448556524205211,-1.09139413925655,1.00105163833105,0.981521768479059,"o-Cresol_e3","DmOR7a_F_3"
"4","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",-0.063982878654063,-1.13102835346595,0.999625754571808,0.980853234963139,"o-Cresol_e3","DmOR7a_F_3"
"4","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",-0.327797778122967,-0.715256043272041,0.996169539416346,0.99437741396323,"o-Cresol_e3","DmOR7a_F_3"
"5","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",5.01804807224088,2.81010524568875,1.03442470125916,1.02112013257,"o-Cresol_e3","DmOR7a_F_3"
"5","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",2.43088660988865,0.238553193509413,1.01681067301745,1.00962116174711,"o-Cresol_e3","DmOR7a_F_3"
"5","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",3.59771701448201,0.970940026548158,1.02475473990267,1.0153731699877,"o-Cresol_e3","DmOR7a_F_3"
"6","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",4.39396993217061,1.30182760038408,1.0294540541301,1.01601828827885,"o-Cresol_e3","DmOR7a_F_3"
"6","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",2.55629911341687,1.08916140776424,1.01691881879125,1.01522811331285,"o-Cresol_e3","DmOR7a_F_3"
"6","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",6.10738938554316,3.22627043621972,1.04114173826972,1.02503068049822,"o-Cresol_e3","DmOR7a_F_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",3.54737872601266,0.39146486552332,1.02302219129576,1.00945123127699,"o-Cresol_e3","DmOR43a_M_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",2.85314335800485,0.21598239345611,1.0185140683051,1.00727889712874,"o-Cresol_e3","DmOR43a_M_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",2.66437816925467,0.676265268576146,1.01728829283117,1.0099120237741,"o-Cresol_e3","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",2.72479342050063,0.227661239426373,1.01868830708489,1.00745013564664,"o-Cresol_e3","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",2.41467603784361,0.193177320088482,1.01660324433202,1.00696824157915,"o-Cresol_e3","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",2.35043870195175,0.813881578294193,1.01617134697992,1.01076529738393,"o-Cresol_e3","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",4.49916786918597,0.497192596569733,1.02891597055696,1.01134067774957,"o-Cresol_e3","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",3.28368039203471,0.480670114295018,1.02103685718366,1.01070195613253,"o-Cresol_e3","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",3.35080975343944,0.762270689220826,1.02147200757322,1.01061903747398,"o-Cresol_e3","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",6.81164084305971,1.18468145056594,1.04506543335143,1.0190802249972,"o-Cresol_e3","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",4.45534865906243,1.13950452728226,1.02872248614636,1.01505511390886,"o-Cresol_e3","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",5.13453802750099,1.23459889566222,1.03343325846315,1.01472366065255,"o-Cresol_e3","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",4.47575787809335,0.507355527841865,1.02897100540851,1.01102097945465,"o-Cresol_e3","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",2.65858202301017,0.21993466996082,1.01725422636981,1.00806831184662,"o-Cresol_e3","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",3.21588834976841,0.601258694266614,1.02084762382181,1.00923201469882,"o-Cresol_e3","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",4.64964209639977,0.751517837724779,1.02943886200621,1.01192434848383,"o-Cresol_e3","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",3.13191368970973,0.627891459940859,1.01944690190184,1.01126462155921,"o-Cresol_e3","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",2.71482357957167,0.456151619861824,1.01670099049763,1.00752629257803,"o-Cresol_e3","DmOR43a_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",1.57712877869381,0.107862270694194,1.01041073635798,1.00298951469661,"o-Cresol_e3","DmOR43b_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.754144650938013,0.0138183569719104,1.00486496196344,1.00271124857376,"o-Cresol_e3","DmOR43b_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",1.41960975276345,0.588893579284967,1.00934927605614,1.00603970339654,"o-Cresol_e3","DmOR43b_M_3"
"14","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",1.77882289427645,0.206931743100698,1.0117022956996,1.00392713818376,"o-Cresol_e3","DmOR43b_M_3"
"14","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.870022129265754,-0.0188076991079167,1.00561633910236,1.00263121049213,"o-Cresol_e3","DmOR43b_M_3"
"14","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.362940640491852,0.559382173560548,1.00222057178927,1.00609742231979,"o-Cresol_e3","DmOR43b_M_3"
"15","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",4.3133227935825,0.564885058229379,1.02851533806105,1.01111015495943,"o-Cresol_e3","DmOR43b_M_3"
"15","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",3.07862285649951,0.480092558761441,1.02043329552813,1.01049308622742,"o-Cresol_e3","DmOR43b_M_3"
"15","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",3.49332158601625,0.66444871734277,1.0231478115572,1.0104589937536,"o-Cresol_e3","DmOR43b_M_3"
"16","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",3.97032909054993,0.297834606625019,1.02648453230245,1.00901949265413,"o-Cresol_e3","DmOR43b_M_3"
"16","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",3.10353357566878,0.459686225357597,1.0206840122949,1.01066296791294,"o-Cresol_e3","DmOR43b_M_3"
"16","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",3.55553451357673,0.578372741586109,1.0237087631603,1.00977101955694,"o-Cresol_e3","DmOR43b_M_3"
"17","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",3.76371941097212,0.352199020333273,1.02491735536063,1.00959927376053,"o-Cresol_e3","DmOR43b_M_3"
"17","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",2.79975531936002,0.380333393308983,1.01847180178175,1.00951745262627,"o-Cresol_e3","DmOR43b_M_3"
"17","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",3.47970192946041,0.814548177288001,1.02301827020761,1.01077907203626,"o-Cresol_e3","DmOR43b_M_3"
"18","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",4.65123842929736,0.564677410933861,1.03119138091025,1.01301319636287,"o-Cresol_e3","DmOR43b_M_3"
"18","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",2.96490214592688,0.335313040512636,1.01997420509786,1.00980959310465,"o-Cresol_e3","DmOR43b_M_3"
"18","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",3.78206270118516,0.757034373404356,1.02540979567708,1.01156549981553,"o-Cresol_e3","DmOR43b_M_3"
"1","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",1.14695954043633,1.01054121753561,1.0104805451395,1.01026026896626,"water 3","DmOR7a_F_3"
"1","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",-0.0695960924950453,0.00320159684131025,0.999814945748442,1.00277860462575,"water 3","DmOR7a_F_3"
"1","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",0.464906784100341,0.173024293208021,1.00450095714062,1.00391971661863,"water 3","DmOR7a_F_3"
"2","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",0.292550933691829,-0.321885624231568,1.01168600130377,1.00640465965869,"water 3","DmOR7a_F_3"
"2","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",0.330312760136498,-0.230881603212286,1.01217702328743,1.00949292012049,"water 3","DmOR7a_F_3"
"2","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",1.23282554772581,-0.0679152593669495,1.02391251547509,0.999057963120195,"water 3","DmOR7a_F_3"
"3","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",0.674964286363228,0.318817126567347,1.00678922988024,1.00548157905014,"water 3","DmOR7a_F_3"
"3","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",-0.160593221146361,-0.112876608004329,1.00061035304285,1.00309136305715,"water 3","DmOR7a_F_3"
"3","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",0.211759938330086,-0.0572603520766519,1.00336387304805,1.00374985001218,"water 3","DmOR7a_F_3"
"4","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",2.19210525212133,1.15096768403077,1.03203232825315,1.02018430755017,"water 3","DmOR7a_F_3"
"4","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",0.404773742956845,0.208953583827099,1.00666690160368,1.00469150990699,"water 3","DmOR7a_F_3"
"4","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",1.10849340498388,0.493294824933534,1.01665394059304,1.00514904427771,"water 3","DmOR7a_F_3"
"5","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",0.359156435942124,0.279115113561766,1.00360411851526,1.00403937209725,"water 3","DmOR7a_F_3"
"5","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",1.0784050216663,0.0781645635335334,1.00897355646649,1.00465384594495,"water 3","DmOR7a_F_3"
"5","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",0.29804085047486,0.117762694181356,1.00314786965981,1.00435500722904,"water 3","DmOR7a_F_3"
"6","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_1",0.293043410665333,0.274694817169231,1.00472147326327,1.00676521594542,"water 3","DmOR7a_F_3"
"6","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_2",0.952912451189195,0.108083218188461,1.01012378915469,1.0054063391498,"water 3","DmOR7a_F_3"
"6","DmOR7a_ORCO_Transgene_Gal4_GCaMP7f_F_F_3","pic_3",0.114111024195443,-0.393859205153077,1.00325656247711,1.00121680708167,"water 3","DmOR7a_F_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.634763599985664,0.453207960697759,1.00615219198163,1.00564198562894,"water 3","DmOR43a_M_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.0075977504819973,-0.125031095387264,1.00145237618667,1.00226167558473,"water 3","DmOR43a_M_3"
"7","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.182611222823067,-0.247582917913417,1.00276388108173,1.00150253856315,"water 3","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",1.01818191786938,0.370172672400639,1.00880773710279,1.0052295627565,"water 3","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",-0.0405462559193086,-0.130003281899996,1.0011605010914,1.00197482733945,"water 3","DmOR43a_M_3"
"8","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.0572698235165816,-0.210585239017277,1.00186703055163,1.00156330436402,"water 3","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.653450713976993,0.198843488541245,1.0065357207599,1.00299382846185,"water 3","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.0401090271218987,-0.0733546480920727,1.00204361678351,1.00296468434318,"water 3","DmOR43a_M_3"
"9","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.33136852182597,-0.12785206458133,1.00417679631844,1.00290617080318,"water 3","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",1.52990363540216,0.502738972702481,1.01255355420147,1.00711882042756,"water 3","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.845848968818458,-0.0993856178256739,1.00758092388658,1.00234533125929,"water 3","DmOR43a_M_3"
"10","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.393785309402056,0.00284133660933282,1.00429471656005,1.0021943488204,"water 3","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.428181725345681,0.361590510734972,1.0043282792314,1.00497336397048,"water 3","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.0618928696436139,-0.0783192903229591,1.00164356962706,1.00207867963118,"water 3","DmOR43a_M_3"
"11","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.198032009082712,-0.128238177049381,1.00264139975344,1.00224312763745,"water 3","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",1.02583322477229,0.45208130470341,1.01006191578013,1.00639629172096,"water 3","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_2",0.103003791923658,-0.051761983729524,1.00306107129306,1.00467659067548,"water 3","DmOR43a_M_3"
"12","DmOR43a_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_3",0.34798591081673,-0.126853287851718,1.00491957477749,1.00238994820883,"water 3","DmOR43a_M_3"
"13","DmOR43b_ORCO_Transgene_Gal4_GCaMP7f_F_M_3","pic_1",0.452338638046696,0.30883805158656,1.00495912065111,1.00459556219613,"water 3","DmOR43b_M_3"
